fulfillment_event_id,order_id,customer_id,source_customer_id,event_date,event_type,severity,root_cause,resolution_status
FUL003378,O003235,C001731,10770,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003379,O032355,C001806,5417,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003380,O032362,C000009,5654,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003381,O032370,C001262,5204,2024-10-23,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003382,O032384,C001229,4462,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003383,O032385,C001963,10570,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003384,O032387,C001779,9831,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003385,O003240,C001205,5989,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003386,O032403,C000327,7190,2024-10-23,carrier_delay,High,Carrier route delay,Open
FUL003387,O032404,C001697,1436,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003388,O032410,C001918,5236,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003389,O032418,C001933,109,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003390,O032424,C001938,7879,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003391,O032434,C000493,603,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003392,O032435,C001150,7975,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003393,O032444,C000202,2197,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003394,O032445,C001149,956,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003395,O003245,C001558,5749,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003396,O032450,C000123,154,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003397,O032469,C001111,5198,2024-10-24,carrier_delay,High,Carrier route delay,Open
FUL003398,O032482,C000287,1824,2024-10-25,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003399,O032489,C000156,482,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003400,O032495,C000863,4931,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003401,O032523,C000787,6229,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003402,O032530,C000996,11148,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003403,O032535,C000302,4517,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003404,O032539,C001301,7795,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003405,O032540,C001582,10839,2024-10-25,carrier_delay,High,Carrier route delay,Open
FUL003406,O032549,C001254,846,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003407,O032569,C001022,907,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003408,O032570,C001133,9162,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003409,O032574,C001908,1475,2024-10-26,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003410,O032584,C001299,7099,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003411,O032585,C000481,10735,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003412,O032589,C001760,8437,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003413,O032590,C001293,9154,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003414,O032594,C000704,4045,2024-10-26,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003415,O032597,C001603,10511,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003416,O032599,C000240,1948,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003417,O032600,C000127,4022,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003418,O032607,C000105,6285,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003419,O032608,C001322,9058,2024-10-26,carrier_delay,High,Carrier route delay,Open
FUL003420,O032610,C000091,5803,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003421,O032614,C001247,6560,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003422,O032617,C000324,3800,2024-10-27,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003423,O032629,C000330,2462,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003424,O032639,C000959,8948,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003425,O032649,C000235,7926,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003426,O032650,C000297,1636,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003427,O032654,C000851,6319,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003428,O032663,C000039,5146,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003429,O032664,C000260,3303,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003430,O003267,C001613,2110,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003431,O032670,C001125,4815,2024-10-27,carrier_delay,High,Carrier route delay,Open
FUL003432,O032683,C000654,12123,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003433,O032695,C001826,4477,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003434,O032700,C000540,4187,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003435,O032705,C001708,937,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003436,O003272,C001299,7099,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003437,O032729,C000294,1578,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003438,O003273,C000774,9785,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003439,O032745,C000467,1658,2024-10-28,carrier_delay,High,Carrier route delay,Open
FUL003440,O032749,C000249,1426,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003441,O003275,C000776,8587,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003442,O032759,C000229,2860,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003443,O032771,C001781,3696,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003444,O032780,C000793,569,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003445,O032785,C000312,8071,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003446,O032789,C001465,8328,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003447,O003279,C000525,142,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003448,O032794,C000497,11793,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003449,O032803,C000301,7435,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003450,O032814,C000067,9821,2024-10-29,carrier_delay,High,Carrier route delay,Open
FUL003451,O032850,C000415,5821,2024-10-30,carrier_delay,High,Carrier route delay,Open
FUL003452,O032859,C000281,1285,2024-10-30,carrier_delay,High,Carrier route delay,Open
FUL003453,O032862,C001567,6734,2024-10-30,carrier_delay,High,Carrier route delay,Open
FUL003454,O003287,C001328,8298,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003455,O032870,C001364,10954,2024-10-30,carrier_delay,High,Carrier route delay,Open
FUL003456,O032882,C000176,4627,2024-10-30,carrier_delay,High,Carrier route delay,Open
FUL003457,O032883,C001509,6457,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003458,O032884,C001065,5548,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003459,O032885,C000137,5168,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003460,O003289,C001337,6688,2023-08-25,carrier_delay,High,Carrier route delay,Open
FUL003461,O032897,C000213,4530,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003462,O032898,C001096,1997,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003463,O032909,C001648,175,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003464,O032916,C000740,10213,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003465,O032927,C000522,10650,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003466,O032936,C001000,9191,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003467,O003294,C000962,9405,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003468,O032941,C000306,6130,2024-10-31,carrier_delay,High,Carrier route delay,Open
FUL003469,O032965,C000425,6110,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003470,O032969,C000088,3420,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003471,O032974,C000331,8524,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003472,O032975,C000150,5173,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003473,O032978,C001151,1255,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003474,O032980,C001566,2475,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003475,O032984,C001511,6318,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003476,O032999,C000385,2708,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003477,O000330,C000320,5175,2023-07-13,carrier_delay,High,Carrier route delay,Open
FUL003478,O033010,C000068,5648,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003479,O033015,C001276,3631,2024-11-01,carrier_delay,High,Carrier route delay,Open
FUL003480,O033024,C000634,8285,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003481,O033029,C000841,10854,2024-11-02,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003482,O033039,C000482,8895,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003483,O033053,C000184,1844,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003484,O033060,C000193,11132,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003485,O033069,C000695,2909,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003486,O033075,C001999,5120,2024-11-02,carrier_delay,High,Carrier route delay,Open
FUL003487,O033113,C000009,5654,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003488,O033114,C001663,929,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003489,O033124,C000674,5936,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003490,O033127,C000124,10549,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003491,O033130,C000383,5395,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003492,O033131,C001246,10453,2024-11-03,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003493,O033135,C001199,10308,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003494,O003314,C000641,4200,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003495,O033145,C001411,11895,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003496,O033150,C000106,467,2024-11-03,carrier_delay,High,Carrier route delay,Open
FUL003497,O033157,C000233,221,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003498,O033158,C001814,224,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003499,O033192,C001195,8892,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003500,O033200,C001072,10888,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003501,O033204,C000445,4512,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003502,O033205,C000446,9436,2024-11-04,carrier_delay,High,Carrier route delay,Open
FUL003503,O033239,C000348,1782,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003504,O033249,C000636,2844,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003505,O033250,C000651,2071,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003506,O003326,C000167,9897,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003507,O033260,C001446,3944,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003508,O033264,C001967,7160,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003509,O003328,C000675,1373,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003510,O033280,C000317,4290,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003511,O033285,C001574,4191,2024-11-05,carrier_delay,High,Carrier route delay,Open
FUL003512,O003330,C000942,8757,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003513,O033310,C000673,1906,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003514,O033313,C000706,6256,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003515,O033323,C001193,10766,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003516,O033328,C001800,6585,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003517,O033329,C001689,1331,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003518,O033330,C000155,9515,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003519,O033336,C000603,10493,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003520,O033345,C000687,3754,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003521,O033348,C000151,4491,2024-11-06,carrier_delay,High,Carrier route delay,Open
FUL003522,O003337,C000250,6660,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003523,O033370,C001705,10952,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003524,O033375,C001159,10796,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003525,O033376,C000526,2451,2024-11-07,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003526,O003338,C000958,866,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003527,O033398,C000449,9876,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003528,O000334,C001627,3752,2023-07-13,carrier_delay,High,Carrier route delay,Open
FUL003529,O033412,C001807,8362,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003530,O033413,C000696,5640,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003531,O033414,C000607,9702,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003532,O003342,C000495,6412,2023-08-26,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003533,O033421,C000657,11430,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003534,O033424,C001799,8845,2024-11-07,carrier_delay,High,Carrier route delay,Open
FUL003535,O033435,C000330,2462,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003536,O033449,C000758,502,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003537,O033452,C001199,10308,2024-11-08,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003538,O033455,C000008,4249,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003539,O033459,C001326,3224,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003540,O033470,C001764,5999,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003541,O033480,C000713,7327,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003542,O003349,C000019,12284,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003543,O033497,C001067,6759,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003544,O033499,C000250,6660,2024-11-08,carrier_delay,High,Carrier route delay,Open
FUL003545,O033527,C001885,4492,2024-11-09,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003546,O033529,C001316,5051,2024-11-09,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003547,O003353,C001510,439,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003548,O033530,C001923,2750,2024-11-09,carrier_delay,High,Carrier route delay,Open
FUL003549,O003354,C000058,11065,2023-08-26,carrier_delay,High,Carrier route delay,Open
FUL003550,O033550,C001628,9612,2024-11-09,carrier_delay,High,Carrier route delay,Open
FUL003551,O033559,C001467,6566,2024-11-09,carrier_delay,High,Carrier route delay,Open
FUL003552,O033561,C001926,3331,2024-11-09,carrier_delay,High,Carrier route delay,Open
FUL003553,O033564,C001292,1298,2024-11-09,carrier_delay,High,Carrier route delay,Open
FUL003554,O033570,C000753,5033,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003555,O033579,C000294,1578,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003556,O033584,C000474,5549,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003557,O033590,C000274,11931,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003558,O033605,C001208,6356,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003559,O033609,C000342,4936,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003560,O033610,C000323,4980,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003561,O033614,C001865,2979,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003562,O033619,C000140,5001,2024-11-10,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003563,O003363,C000435,10501,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003564,O033632,C000070,10744,2024-11-10,carrier_delay,High,Carrier route delay,Open
FUL003565,O033640,C001055,7757,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003566,O033648,C001103,10687,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003567,O033659,C000762,4969,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003568,O003366,C000733,364,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003569,O033665,C001711,5665,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003570,O033677,C000570,6553,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003571,O033690,C000196,1148,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003572,O033695,C001956,4487,2024-11-11,carrier_delay,High,Carrier route delay,Open
FUL003573,O033705,C000917,2769,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003574,O033707,C001940,6767,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003575,O033710,C000975,9560,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003576,O033724,C000048,5217,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003577,O033729,C000667,5085,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003578,O003373,C000754,11700,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003579,O033735,C000123,154,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003580,O033736,C000927,2680,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003581,O003374,C001005,10457,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003582,O033760,C001001,9273,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003583,O033770,C001752,4456,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003584,O033773,C000816,2942,2024-11-12,carrier_delay,High,Carrier route delay,Open
FUL003585,O033782,C001323,8999,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003586,O033788,C000623,11417,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003587,O033800,C000714,3523,2024-11-13,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003588,O033807,C000985,9260,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003589,O033814,C001234,9823,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003590,O033825,C000038,11017,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003591,O033827,C000566,10500,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003592,O033830,C001522,11504,2024-11-13,carrier_delay,High,Carrier route delay,Open
FUL003593,O033848,C000597,10834,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003594,O033849,C000032,10591,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003595,O033850,C000150,5173,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003596,O033852,C000603,10493,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003597,O033853,C000900,9969,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003598,O033854,C001693,4279,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003599,O033878,C001130,5671,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003600,O033879,C001944,2192,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003601,O033884,C001366,6199,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003602,O033888,C001205,5989,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003603,O033898,C000292,10707,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003604,O033899,C000355,5682,2024-11-14,carrier_delay,High,Carrier route delay,Open
FUL003605,O003390,C001388,5012,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003606,O033947,C001102,2830,2024-11-15,carrier_delay,High,Carrier route delay,Open
FUL003607,O003395,C001863,1618,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003608,O033974,C000717,6470,2024-11-15,carrier_delay,High,Carrier route delay,Open
FUL003609,O033980,C001412,7667,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003610,O033989,C000207,1445,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003611,O033992,C000313,4454,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003612,O033993,C001829,8403,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003613,O003400,C001201,8529,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003614,O034004,C000009,5654,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003615,O034007,C001004,1494,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003616,O034024,C000720,1158,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003617,O003403,C001416,6397,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003618,O034030,C001630,5249,2024-11-16,carrier_delay,High,Carrier route delay,Open
FUL003619,O034048,C000090,9580,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003620,O034050,C000413,6836,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003621,O034052,C000864,3531,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003622,O034055,C001470,10942,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003623,O034060,C000338,1014,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003624,O034069,C001236,4495,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003625,O034074,C000937,8462,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003626,O034080,C000236,1826,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003627,O034085,C001869,4229,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003628,O034094,C000838,5741,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003629,O034111,C001884,4778,2024-11-17,carrier_delay,High,Carrier route delay,Open
FUL003630,O034116,C001017,1365,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003631,O034117,C000237,938,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003632,O034118,C000422,8382,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003633,O003414,C001062,4861,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003634,O034140,C001894,10390,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003635,O034159,C001699,4877,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003636,O034180,C000613,3180,2024-11-18,carrier_delay,High,Carrier route delay,Open
FUL003637,O034193,C001141,10160,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003638,O034200,C001124,5403,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003639,O034212,C001302,2783,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003640,O034220,C001821,10821,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003641,O034222,C001828,3905,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003642,O034245,C000378,8920,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003643,O034249,C000315,1979,2024-11-19,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003644,O003425,C000090,9580,2023-08-27,carrier_delay,High,Carrier route delay,Open
FUL003645,O034250,C001042,5878,2024-11-19,carrier_delay,High,Carrier route delay,Open
FUL003646,O034254,C000093,1540,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003647,O034258,C001400,10898,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003648,O034265,C000138,8964,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003649,O034269,C000240,1948,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003650,O034274,C001649,11574,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003651,O034290,C001506,8605,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003652,O034295,C001936,6425,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003653,O034297,C000266,7789,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003654,O034298,C000335,12205,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003655,O000343,C001705,10952,2023-07-13,carrier_delay,High,Carrier route delay,Open
FUL003656,O034302,C000291,5138,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003657,O034304,C000643,1387,2024-11-20,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003658,O034319,C001330,7043,2024-11-20,carrier_delay,High,Carrier route delay,Open
FUL003659,O003432,C001945,9338,2023-08-28,carrier_delay,High,Carrier route delay,Open
FUL003660,O034327,C001320,6003,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003661,O034341,C001128,3509,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003662,O003435,C001801,2467,2023-08-28,carrier_delay,High,Carrier route delay,Open
FUL003663,O034358,C001518,4407,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003664,O034362,C001718,9245,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003665,O034363,C000763,847,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003666,O034366,C000254,11738,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003667,O034377,C001394,1753,2024-11-21,carrier_delay,High,Carrier route delay,Open
FUL003668,O034387,C000026,5897,2024-11-21,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003669,O034393,C001872,11711,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003670,O034398,C000125,3879,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003671,O034400,C001981,1069,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003672,O034406,C000128,9743,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003673,O034409,C000081,10291,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003674,O034427,C000882,8174,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003675,O034439,C000183,7857,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003676,O003445,C000041,12285,2023-08-28,carrier_delay,High,Carrier route delay,Open
FUL003677,O034450,C001484,7992,2024-11-22,carrier_delay,High,Carrier route delay,Open
FUL003678,O034461,C000220,2220,2024-11-23,cancellation_review,Medium,Customer or fulfillment cancellation,Closed
FUL003679,O034464,C001797,4580,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003680,O034470,C001790,4567,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003681,O003448,C000677,4667,2023-08-28,carrier_delay,High,Carrier route delay,Open
FUL003682,O034480,C001215,6942,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003683,O034499,C001662,1116,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003684,O034504,C000854,8981,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003685,O034512,C001519,6279,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003686,O034521,C000313,4454,2024-11-23,carrier_delay,High,Carrier route delay,Open
FUL003687,O034530,C001229,4462,2024-11-24,carrier_delay,High,Carrier route delay,Open
FUL003688,O034534,C001044,3167,2024-11-24,carrier_delay,High,Carrier route delay,Open
FUL003689,O034537,C000727,10543,2024-11-24,carrier_delay,High,Carrier route delay,Open
FUL003690,O034545,C000213,4530,2024-11-24,carrier_delay,High,Carrier route delay,Open
