order_line_id,source_order_item_id,order_id,source_order_id,customer_id,source_customer_id,product_card_id,product_name,product_category_id,category_name,department_id,department_name,quantity,product_price,item_total,sales,discount,discount_rate,profit,profit_ratio,product_status,product_image
OL136056,136056,O054406,54406,C000105,6285,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,284.98,299.98,15.00,0.0500,8.55,0.0300,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL136629,136629,O054632,54632,C001082,1466,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,283.48,299.98,16.50,0.0600,0.00,0.0000,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL012710,12710,O005085,5085,C000136,8170,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,283.48,299.98,16.50,0.0600,95.82,0.3400,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL022006,22006,O008815,8815,C000663,4399,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,371.98,399.98,28.00,0.0700,107.87,0.2900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL132410,132410,O052976,52976,C000019,12284,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,272.98,299.98,27.00,0.0900,17.20,0.0600,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL144629,144629,O057805,57805,C001712,7893,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,269.98,299.98,30.00,0.1000,91.25,0.3400,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL142777,142777,O057078,57078,C000623,11417,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,269.98,299.98,30.00,0.1000,67.50,0.2500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL139739,139739,O055885,55885,C000413,6836,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,269.98,299.98,30.00,0.1000,-54.00,-0.2000,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL136198,136198,O054462,54462,C000990,12253,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,269.98,299.98,30.00,0.1000,94.49,0.3500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL012293,12293,O004916,4916,C001141,10160,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,359.98,399.98,40.00,0.1000,97.20,0.2700,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL010314,10314,O004131,4131,C001624,1126,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,359.98,399.98,40.00,0.1000,176.39,0.4900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL017769,17769,O007096,7096,C001481,7967,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,351.98,399.98,48.00,0.1200,26.40,0.0800,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL007571,7571,O003042,3042,C000094,687,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,351.98,399.98,48.00,0.1200,114.39,0.3300,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL010312,10312,O004131,4131,C001624,1126,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,351.98,399.98,48.00,0.1200,-615.97,-1.7500,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL013542,13542,O005424,5424,C001649,11574,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,347.98,399.98,52.00,0.1300,62.64,0.1800,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL025662,25662,O010255,10255,C000421,7123,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,347.98,399.98,52.00,0.1300,74.12,0.2100,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL010311,10311,O004131,4131,C001624,1126,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,347.98,399.98,52.00,0.1300,135.71,0.3900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL022008,22008,O008815,8815,C000663,4399,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,254.98,299.98,45.00,0.1500,71.40,0.2800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL002101,2101,O000846,846,C001980,5643,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,331.98,399.98,68.00,0.1700,162.67,0.4900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL141788,141788,O056694,56694,C000659,4212,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,245.98,299.98,54.00,0.1800,18.45,0.0800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL002100,2100,O000846,846,C001980,5643,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,327.98,399.98,72.00,0.1800,160.71,0.4900,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL153479,153479,O061350,61350,C001618,285,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,239.98,299.98,60.00,0.2000,57.12,0.2400,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL003516,3516,O001420,1420,C000831,7013,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,319.98,399.98,80.00,0.2000,147.19,0.4600,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL020369,20369,O008155,8155,C000669,11835,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,224.99,299.98,75.00,0.2500,107.99,0.4800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL128961,128961,O051607,51607,C000168,5867,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,224.99,299.98,75.00,0.2500,6.75,0.0300,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL021913,21913,O008778,8778,C000780,9341,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,299.99,399.98,100.00,0.2500,71.40,0.2400,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL014636,14636,O005883,5883,C000135,6049,1004,Field & Stream Sportsman 16 Gun Fire Safe,45,Fishing,7,Fan Shop,1,399.98,299.99,399.98,100.00,0.2500,137.99,0.4600,0,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe
OL001280,1280,O000517,517,C000294,1578,172,Nike Women's Tempo Shorts,9,Cardio Equipment,3,Footwear,1,30.00,29.10,30.00,0.90,0.0300,9.11,0.3100,0,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts
OL025719,25719,O010275,10275,C001785,5910,191,Nike Men's Free 5.0+ Running Shoe,9,Cardio Equipment,3,Footwear,1,99.99,95.99,99.99,4.00,0.0400,24.00,0.2500,0,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe
OL144838,144838,O057888,57888,C000253,4460,216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,10,Strength Training,3,Footwear,1,189.00,154.98,189.00,34.02,0.1800,72.84,0.4700,0,http://images.acmesports.sports/Yakima+DoubleDown+Ace+Hitch+Mount+4-Bike+Rack
OL016998,16998,O006796,6796,C001205,5989,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,129.99,129.99,0.00,0.0000,13.00,0.1000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL018862,18862,O007521,7521,C001124,5403,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,128.69,129.99,1.30,0.0100,33.46,0.2600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL140125,140125,O056043,56043,C001231,715,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,35.67,0.2800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL129572,129572,O051855,51855,C000855,7677,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,127.39,129.99,2.60,0.0200,11.21,0.0900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL138922,138922,O055544,55544,C001268,7216,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,59.26,0.4700,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL024454,24454,O009794,9794,C001519,6279,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,30.01,0.2400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL003544,3544,O001428,1428,C000182,1932,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,-4.79,-0.0400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL138563,138563,O055401,55401,C001391,187,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,32.78,0.2600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL133660,133660,O053486,53486,C000663,4399,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,126.09,129.99,3.90,0.0300,-14.37,-0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL147181,147181,O058802,58802,C000721,2037,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,124.79,129.99,5.20,0.0400,58.65,0.4700,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016407,16407,O006563,6563,C000609,11516,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,124.79,129.99,5.20,0.0400,56.16,0.4500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL008601,8601,O003464,3464,C000661,12019,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,123.49,129.99,6.50,0.0500,44.83,0.3600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004689,4689,O001873,1873,C001223,11772,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,123.49,129.99,6.50,0.0500,-27.79,-0.2300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL141928,141928,O056748,56748,C000401,3297,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,40.54,0.3300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL014374,14374,O005774,5774,C000922,9589,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,56.51,0.4600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL134335,134335,O053732,53732,C001419,4169,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,15.36,0.1300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL005711,5711,O002277,2277,C001230,11862,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,-107.49,-0.8800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004687,4687,O001873,1873,C001223,11772,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,42.99,0.3500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL132894,132894,O053186,53186,C000611,7762,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,-90.04,-0.7300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004525,4525,O001811,1811,C000058,11065,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,122.84,129.99,7.15,0.0600,38.45,0.3100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL010659,10659,O004264,4264,C001084,1532,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,120.89,129.99,9.10,0.0700,35.06,0.2900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL005709,5709,O002277,2277,C001230,11862,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,120.89,129.99,9.10,0.0700,35.06,0.2900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL132891,132891,O053186,53186,C000611,7762,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,120.89,129.99,9.10,0.0700,9.07,0.0800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL148079,148079,O059166,59166,C001614,4476,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,118.29,129.99,11.70,0.0900,29.57,0.2500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL015757,15757,O006298,6298,C000912,3206,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,118.29,129.99,11.70,0.0900,-53.23,-0.4500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL148836,148836,O059461,59461,C000956,12362,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,118.29,129.99,11.70,0.0900,41.40,0.3500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL015111,15111,O006058,6058,C001370,9126,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,118.29,129.99,11.70,0.0900,33.12,0.2800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL015756,15756,O006298,6298,C000912,3206,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,116.99,129.99,13.00,0.1000,26.32,0.2300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL003649,3649,O001465,1465,C001966,7634,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,114.39,129.99,15.60,0.1200,11.44,0.1000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL019238,19238,O007691,7691,C001644,10637,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,114.39,129.99,15.60,0.1200,52.62,0.4600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL132406,132406,O052975,52975,C001416,6397,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,114.39,129.99,15.60,0.1200,12.93,0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL006732,6732,O002686,2686,C000956,12362,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,113.09,129.99,16.90,0.1300,12.78,0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL149360,149360,O059686,59686,C000803,7298,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,113.09,129.99,16.90,0.1300,-12.89,-0.1100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL001513,1513,O000619,619,C001496,11473,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,110.49,129.99,19.50,0.1500,26.52,0.2400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016531,16531,O006616,6616,C000512,11421,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,110.49,129.99,19.50,0.1500,-176.79,-1.6000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL128985,128985,O051615,51615,C000676,6288,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,110.49,129.99,19.50,0.1500,17.68,0.1600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL012691,12691,O005080,5080,C001292,1298,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,110.49,129.99,19.50,0.1500,49.72,0.4500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL001512,1512,O000619,619,C001496,11473,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,-4.15,-0.0400,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL000994,994,O000401,401,C000472,9692,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,29.48,0.2700,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL133751,133751,O053520,53520,C001711,5665,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,-180.17,-1.6500,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016530,16530,O006616,6616,C000512,11421,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,-174.71,-1.6000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL020987,20987,O008404,8404,C001056,3678,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,9.83,0.0900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016072,16072,O006418,6418,C001130,5671,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,-23.26,-0.2100,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL007713,7713,O003099,3099,C000775,6281,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,28.39,0.2600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL004907,4907,O001963,1963,C001914,12115,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,109.19,129.99,20.80,0.1600,-294.82,-2.7000,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL016529,16529,O006616,6616,C000512,11421,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,107.89,129.99,22.10,0.1700,8.09,0.0800,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL008436,8436,O003400,3400,C001201,8529,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,106.59,129.99,23.40,0.1800,38.69,0.3600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL024224,24224,O009697,9697,C001362,2367,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,106.59,129.99,23.40,0.1800,30.91,0.2900,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL017045,17045,O006814,6814,C001599,8853,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,103.99,129.99,26.00,0.2000,37.75,0.3600,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL021711,21711,O008696,8696,C001084,1532,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,97.49,129.99,32.50,0.2500,31.69,0.3300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL005876,5876,O002350,2350,C001329,6649,403,Nike Men's CJ Elite 2 TD Football Cleat,18,Men's Footwear,4,Apparel,1,129.99,97.49,129.99,32.50,0.2500,31.69,0.3300,0,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat
OL024225,24225,O009697,9697,C001362,2367,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,39.59,39.99,0.40,0.0100,19.00,0.4800,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL019235,19235,O007691,7691,C001644,10637,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,48.00,50.00,2.00,0.0400,22.56,0.4700,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL138564,138564,O055401,55401,C001391,187,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,48.00,50.00,2.00,0.0400,16.22,0.3400,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL128873,128873,O051572,51572,C000207,1445,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,47.25,50.00,2.75,0.0600,-34.63,-0.7300,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL136322,136322,O054508,54508,C001079,4190,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,36.39,39.99,3.60,0.0900,4.55,0.1300,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL129573,129573,O051855,51855,C000855,7677,502,Nike Men's Dri-FIT Victory Golf Polo,24,Women's Apparel,5,Golf,1,50.00,45.50,50.00,4.50,0.0900,14.79,0.3300,0,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo
OL003545,3545,O001428,1428,C000182,1932,572,TYR Boys' Team Digi Jammer,26,Girls' Apparel,5,Golf,1,39.99,34.79,39.99,5.20,0.1300,8.11,0.2300,0,http://images.acmesports.sports/TYR+Boys%27+Team+Digi+Jammer
OL133659,133659,O053486,53486,C000663,4399,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,34.79,39.99,5.20,0.1300,16.35,0.4700,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL148076,148076,O059166,59166,C001614,4476,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,33.99,39.99,6.00,0.1500,8.50,0.2500,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL001505,1505,O000616,616,C001947,11330,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,33.19,39.99,6.80,0.1700,3.75,0.1100,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL137080,137080,O054805,54805,C001532,7958,627,Under Armour Girls' Toddler Spine Surge Runni,29,Shop By Sport,5,Golf,1,39.99,31.99,39.99,8.00,0.2000,-23.45,-0.7300,0,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe
OL130842,130842,O052356,52356,C001021,10545,821,Titleist Pro V1 High Numbers Personalized Gol,37,Electronics,6,Outdoors,1,51.99,44.19,51.99,7.80,0.1500,10.61,0.2400,0,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls
OL138925,138925,O055544,55544,C001268,7216,897,Team Golf New England Patriots Putter Grip,40,Accessories,6,Outdoors,1,24.99,20.74,24.99,4.25,0.1700,6.02,0.2900,0,http://images.acmesports.sports/Team+Golf+New+England+Patriots+Putter+Grip
OL008167,8167,O003279,3279,C000525,142,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,299.98,299.98,0.00,0.0000,-134.99,-0.4500,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL005879,5879,O002350,2350,C001329,6649,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,299.98,299.98,0.00,0.0000,112.49,0.3800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
OL020986,20986,O008404,8404,C001056,3678,957,Diamondback Women's Serene Classic Comfort Bi,43,Camping & Hiking,7,Fan Shop,1,299.98,299.98,299.98,0.00,0.0000,53.40,0.1800,0,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014
